Dataset: Ionosphere. Featuremap: ising

Bond: 0.1

L = 2
Memoria: 9.135093688964844 MB
Mean D: 4.0
Var  D: 0.0
Mean Renyi2: 0.49205230814857626
Var  Renyi2: 0.07545225305757225
Mean accuracy: 0.9440369754760445
Variance of accuracy: 0.0006248337636158694

L = 3
Memoria: 16.825523376464844 MB
Mean D: 8.0
Var  D: 0.0
Mean Renyi2: 0.8579005544164956
Var  Renyi2: 0.1581738706221219
Mean accuracy: 0.9400680022161957
Variance of accuracy: 0.0006345335506624662

L = 4
Memoria: 45.536460876464844 MB
Mean D: 16.0
Var  D: 0.0
Mean Renyi2: 0.8579005544165135
Var  Renyi2: 0.1581738706221213
Mean accuracy: 0.9429012334878838
Variance of accuracy: 0.0008770103593466307

L = 5
Memoria: 152.17708587646484 MB
Mean D: 32.0
Var  D: 0.0
Mean Renyi2: 1.1495798215626034
Var  Renyi2: 0.3107364721066603
Mean accuracy: 0.9364680838655118
Variance of accuracy: 0.0015872769489024925

Bond: 0.2

L = 2
Memoria: 9.135093688964844 MB
Mean D: 4.0
Var  D: 0.0
Mean Renyi2: 0.42656692830138027
Var  Renyi2: 0.11757038446160335
Mean accuracy: 0.949693523459598
Variance of accuracy: 0.0004496809129189532

L = 3
Memoria: 16.825523376464844 MB
Mean D: 8.0
Var  D: 0.0
Mean Renyi2: 0.6941242901384864
Var  Renyi2: 0.22331546591915793
Mean accuracy: 0.9274386026302743
Variance of accuracy: 0.00042252387428772285

L = 4
Memoria: 45.536460876464844 MB
Mean D: 16.0
Var  D: 0.0
Mean Renyi2: 0.694124290138504
Var  Renyi2: 0.22331546591915785
Mean accuracy: 0.9217827544980025
Variance of accuracy: 0.0013697453059340833

L = 5
Memoria: 152.17708587646484 MB
Mean D: 32.0
Var  D: 0.0
Mean Renyi2: 0.8936307280614605
Var  Renyi2: 0.3426614529256761
Mean accuracy: 0.9114381360627535
Variance of accuracy: 0.0009060974129364349

Bond: 0.3

L = 2
Memoria: 9.135093688964844 MB
Mean D: 4.0
Var  D: 0.0
Mean Renyi2: 0.42986930304766857
Var  Renyi2: 0.14603452140495754
Mean accuracy: 0.9268920187793427
Variance of accuracy: 0.0008676664981173412

L = 3
Memoria: 16.825523376464844 MB
Mean D: 8.0
Var  D: 0.0
Mean Renyi2: 0.6665477882611786
Var  Renyi2: 0.3079439370275556
Mean accuracy: 0.90286460793748
Variance of accuracy: 0.000981856512552614

L = 4
Memoria: 45.536460876464844 MB
Mean D: 16.0
Var  D: 0.0
Mean Renyi2: 0.6665477882611971
Var  Renyi2: 0.30794393702755524
Mean accuracy: 0.9010613244685503
Variance of accuracy: 0.0015698776080006567

L = 5
Memoria: 152.17708587646484 MB
Mean D: 32.0
Var  D: 0.0
Mean Renyi2: 0.8614377180334153
Var  Renyi2: 0.4738410030703063
Mean accuracy: 0.8948556265126991
Variance of accuracy: 0.0016897914841074318

Bond: 0.4

L = 2
Memoria: 9.135093688964844 MB
Mean D: 4.0
Var  D: 0.0
Mean Renyi2: 0.4016896441763645
Var  Renyi2: 0.13331898767376132
Mean accuracy: 0.9109400752340128
Variance of accuracy: 0.0009626363247688528

L = 3
Memoria: 16.825523376464844 MB
Mean D: 8.0
Var  D: 0.0
Mean Renyi2: 0.6181587647467495
Var  Renyi2: 0.2655009712374104
Mean accuracy: 0.8897049543638644
Variance of accuracy: 0.0013641635865528658

L = 4
Memoria: 45.536460876464844 MB
Mean D: 16.0
Var  D: 0.0
Mean Renyi2: 0.6181587647467676
Var  Renyi2: 0.26550097123741057
Mean accuracy: 0.8856391683433936
Variance of accuracy: 0.0008174698574030969

L = 5
Memoria: 152.17708587646484 MB
Mean D: 32.0
Var  D: 0.0
Mean Renyi2: 0.7523649614921483
Var  Renyi2: 0.3902477584881954
Mean accuracy: 0.6720387251042486
Variance of accuracy: 0.0002619360909224267

Bond: 0.5

L = 2
Memoria: 9.135093688964844 MB
Mean D: 4.0
Var  D: 0.0
Mean Renyi2: 0.41972360280356447
Var  Renyi2: 0.1323512475082598
Mean accuracy: 0.8965045927740356
Variance of accuracy: 0.0008330828214857929

L = 3
Memoria: 16.825523376464844 MB
Mean D: 8.0
Var  D: 0.0
Mean Renyi2: 0.6391144675909654
Var  Renyi2: 0.23796919577406056
Mean accuracy: 0.7405023765783103
Variance of accuracy: 0.008307129870899576

L = 4
Memoria: 45.536460876464844 MB
Mean D: 16.0
Var  D: 0.0
Mean Renyi2: 0.6391144675909834
Var  Renyi2: 0.23796919577406028
Mean accuracy: 0.6674180736593474
Variance of accuracy: 0.0002638784027734785

L = 5
Memoria: 152.17708587646484 MB
Mean D: 32.0
Var  D: 0.0
Mean Renyi2: 0.7804479439808794
Var  Renyi2: 0.3382311629672321
Mean accuracy: 0.6645924241098764
Variance of accuracy: 0.00028243020247585197
